Sample Number,Sampled Date,Partial Postal Code,Lead Amount ppb
1165819,23-Apr-11,M4S,5.00
1165837,21-Apr-11,M6H,1.00
1165841,21-Apr-11,M6R,0.600
1165851,21-Apr-11,M4E,1.00
1165857,20-Apr-11,M4K,1580
1165869,24-Apr-11,M4J,2.00
1165876,20-Apr-11,M4J,0.600
1165884,20-Apr-11,M1L,0.700
1165898,19-Apr-11,M4J,<0.500
1165900,18-Apr-11,M5S,1.00
1165901,18-Apr-11,M8V,0.800
1165902,16-Apr-11,M4M,0.600
1165903,18-Apr-11,M4L,1.00
1165904,18-Apr-11,M4K,1.00
1165905,18-Apr-11,M5T,0.700
1166105,17-Apr-11,M4C,36.0
1166106,17-Apr-11,M9B,3.00
1166113,17-Apr-11,M1C,2.00
1168382,21-Apr-11,M1K,74.0
1168394,09-May-11,M6H,1.00
1168400,26-Apr-11,M4K,<0.500
1168403,09-May-11,M4L,2.00
1168404,09-May-11,M4M,6.00
1168411,21-Apr-11,M4J,3.00
1168775,27-Apr-11,M4C,<0.500
1168777,29-Apr-11,M4M,10.0
1168778,27-Apr-11,M4E,4.00
1168781,26-Apr-11,M4L,3.00
1168784,29-Apr-11,M4C,8660
1168893,05-May-11,M4P,0.900
1168902,29-Apr-11,M6C,<0.500
1168908,20-Apr-11,M4J,2.00
1168916,17-Apr-11,M4C,<0.500
1168920,28-Apr-11,M4L,3.00
1168924,23-Apr-11,M4J,21.0
1168927,02-May-11,M4J,2.00
1168932,02-May-11,M4K,0.600
1168936,27-Apr-11,M4M,2.00
1168941,23-Apr-11,M4L,8.00
1168944,28-Apr-11,M4C,5.00
1168950,27-Apr-11,M4C,<0.500
1168963,04-May-11,M4J,0.800
1168966,21-Apr-11,M4S,12.0
1168967,21-Apr-11,M5A,10.0
1168973,21-Apr-11,M1K,3.00
1168981,08-Apr-11,M5A,5.00
1169749,05-May-11,M4S,5.00
1169750,02-May-11,M6C,<0.500
1169751,28-Apr-11,M4S,2.00
1170848,13-Apr-11,M4S,6.00
1170850,29-Apr-11,M5S,13.0
1170921,09-May-11,M6E,26.0
1170922,09-May-11,M4X,<0.500
1170924,02-May-11,M5A,<0.500
1170925,02-May-11,M4P,<0.500
1170926,04-May-11,M6G,0.600
1170927,05-May-11,M6G,<0.500
1170928,05-May-11,M6J,5.00
1170929,24-Apr-11,M4N,19.0
1170930,21-Apr-11,M5N,<0.500
1170938,20-Apr-11,M6B,5.00
1170960,19-Apr-11,M6G,8.00
1170961,19-Apr-11,M5M,11.0
1170964,26-Apr-11,M2M,<0.500
1170966,26-Apr-11,M2N,<0.500
1170969,27-Apr-11,M6H,6.00
1170970,28-Apr-11,M6K,0.900
1170971,28-Apr-11,M6P,6.00
1170979,29-Apr-11,M6S,7.00
1170980,28-Apr-11,M8Z,<0.500
1170981,29-Apr-11,M5S,0.700
1170982,29-Apr-11,M6J,16.0
1170983,29-Apr-11,M6H,4.00
1170985,30-Apr-11,M4N,6.00
1170988,01-May-11,M6G,4.00
1170989,01-May-11,M6L,<0.500
1171014,26-Mar-11,M4S,4.00
1171017,03-May-11,M4M,3.00
1171018,03-May-11,M6C,5.00
1171020,03-May-11,M5S,4.00
1171021,04-May-11,M4L,1.00
1171022,04-May-11,M4M,4.00
1171023,04-May-11,M2J,<0.500
1171024,04-May-11,M6R,0.900
1171025,04-May-11,M5S,<0.500
1171026,05-May-11,M4N,0.600
1171027,05-May-11,M6N,3.00
1171092,05-May-11,M6E,16.0
1171093,05-May-11,M4K,3.00
1171094,05-May-11,M4C,12.0
1171095,08-May-11,M8X,0.900
1171096,08-May-11,M4X,14.0
1171103,06-May-11,M4G,1.00
1171105,06-May-11,M6R,5.00
1171112,06-May-11,M6R,1.00
1171113,06-May-11,M9A,0.900
1171115,06-May-11,M2R,0.900
1171117,09-May-11,M6H,240000
1171122,09-May-11,M4X,13.0
1171123,09-May-11,M6H,240000
1171127,09-May-11,M6J,14.0
1171129,10-May-11,M4G,0.800
1171131,10-May-11,M4E,0.700
1171132,16-May-11,M9A,0.700
1171137,09-May-11,M6J,1.00
1171139,17-Apr-11,M4N,11.0
1171140,11-May-11,M4M,10.0
1171819,25-Mar-11,M4S,2.00
1171830,25-Mar-11,M2N,1.00
1172334,19-May-11,M4N,19.0
1172335,15-May-11,M5N,7.00
1172336,11-May-11,M4S,22.0
1172448,27-Apr-11,M1N,6.00
1172457,08-May-11,M5T,5250
1172458,08-May-11,M4M,16.0
1172462,12-May-11,M4J,0.700
1172479,11-May-11,M4M,2.00
1172489,09-May-11,M5S,4.00
1172490,10-May-11,M6P,3.00
1172497,11-May-11,M6E,3.00
1172500,11-May-11,M6H,1.00
1172513,11-May-11,M6K,7.00
1172524,11-May-11,M6P,8.00
1172528,12-May-11,M6P,3.00
1172529,12-May-11,M6H,4.00
1172536,12-May-11,M8X,<0.500
1172538,12-May-11,M6P,6.00
1172540,12-May-11,M4B,<0.500
1172543,12-May-11,M4J,15.0
1172549,13-May-11,M6J,14.0
1172551,13-May-11,M6C,9.00
1172554,13-May-11,M4L,15.0
1172556,14-May-11,M9B,2.00
1172564,15-May-11,M6E,4.00
1172567,16-May-11,M4C,<0.500
1172568,16-May-11,M6G,8.00
1172569,16-May-11,M4C,4.00
1172570,16-May-11,M6H,3.00
1172575,16-May-11,M9P,0.800
1172582,16-May-11,M5B,6.00
1172583,17-May-11,M5R,0.800
1172584,17-May-11,M5A,5.00
1172585,17-May-11,M6R,27.0
1173147,17-May-11,M4C,4.00
1173148,17-May-11,M1M,33.0
1173150,18-May-11,M4C,18.0
1175763,18-May-11,M6P,<0.500
1175764,19-May-11,M6K,2.00
1175765,19-May-11,M6H,9.00
1175766,19-May-11,M6E,8.00
1175767,19-May-11,M6J,2.00
1175768,23-May-11,M6J,<0.500
1175775,23-May-11,M6H,11.0
1175776,20-May-11,M6E,<0.500
1175777,20-May-11,M5R,5.00
1177652,15-May-11,M2N,2.00
1177654,17-May-11,M5M,<0.500
1177661,17-May-11,M2R,<0.500
1177670,18-May-11,M5M,3.00
1177706,20-May-11,M5M,11.0
1177712,17-May-11,M5M,<0.500
1177718,24-May-11,M4S,2.00
1177758,25-May-11,M8Z,1260
1177764,24-May-11,M5M,<0.500
1177766,25-May-11,M4J,9.00
1177774,17-May-11,M4L,4.00
1177787,20-May-11,M4J,<0.500
1177789,24-May-11,M6P,<0.500
1177792,26-May-11,M6H,0.800
1177795,25-May-11,M4C,5.00
1177803,29-May-11,M4N,0.900
1177805,02-Jun-11,M4V,7.00
1177809,27-May-11,M6G,3.00
1177815,19-May-11,M4G,5.00
1177819,24-May-11,M1L,4.00
1177821,24-May-11,M6P,3.00
1177824,24-May-11,M4K,6.00
1177825,27-May-11,M8X,3.00
1177827,27-May-11,M4K,1340
1177829,26-May-11,M6S,4.00
1177830,26-May-11,M4V,2.00
1177831,20-May-11,M4J,0.500
1177832,26-May-11,M8Z,<0.500
1177834,01-Jun-11,M4J,<0.500
1178446,01-Jun-11,M6E,3.00
1178447,05-May-11,M5A,12.0
1178448,25-May-11,M4L,<0.500
1178449,25-May-11,M5A,12.0
1178450,02-Jun-11,M4E,11.0
1178451,25-May-11,M5S,9.00
1178453,31-May-11,M4N,9.00
1178468,25-May-11,M5N,6.00
1179260,25-May-11,M4K,6.00
1180784,04-May-11,M4C,2.00
1180787,30-May-11,M6P,7.00
1180788,30-May-11,M3H,0.700
1180789,01-Jun-11,M8Y,1.00
1180790,02-Jun-11,M8Y,<0.500
1180797,02-Jun-11,M8X,0.900
1180798,03-Jun-11,M6E,1.00
1180799,03-Jun-11,M6N,5.00
1180804,02-Jun-11,M6E,15.0
1180805,03-Jun-11,M6G,10.0
1180806,05-Jun-11,M6R,3.00
1180860,06-Jun-11,M6G,2.00
1180866,06-Jun-11,M8V,2.00
1180869,06-Jun-11,M6G,8.00
1180879,07-Jun-11,M6N,1.00
1180882,07-Jun-11,M4E,5.00
1180887,08-Jun-11,M6P,11.0
1180890,08-Jun-11,M6P,0.700
1180918,02-Jun-11,M4J,1.00
1180925,03-Jun-11,M4C,2.00
1180925,03-Jun-11,M4C,2.00
1180938,06-Jun-11,M4E,19.0
1180938,06-Jun-11,M4E,19.0
1180943,06-Jun-11,M4M,7.00
1180946,06-Jun-11,M4M,4.00
1180948,07-Jun-11,M4C,10.0
1182001,13-Jun-11,M4K,8.00
1182582,25-May-11,M6N,1.00
1182715,04-Jun-11,M4L,10.0
1182717,05-Jun-11,M6J,10.0
1182720,06-Jun-11,M4J,11.0
1182751,01-Jun-11,M6J,9.00
1182754,08-Jun-11,M4J,4.00
1182764,09-Jun-11,M4W,7.00
1182767,09-Jun-11,M5A,8.00
1182770,13-Jun-11,M5T,7.00
1184116,04-May-11,M4L,2.00
1186308,01-Jun-11,M5N,6.00
1186310,02-Jun-11,M1S,2.00
1186316,06-Jun-11,M6K,2.00
1186329,07-Jun-11,M6E,10.0
1186334,08-Jun-11,M6H,0.800
1186336,08-Jun-11,M1V,1.00
1186337,08-Jun-11,M6P,2.00
1186354,08-Jun-11,M9B,2.00
1186355,08-Jun-11,M6P,4.00
1186356,09-Jun-11,M4J,1.00
1186357,09-Jun-11,M4G,19.0
1186358,10-Jun-11,M6K,1.00
1186359,10-Jun-11,M8Y,2.00
1186360,12-Jun-11,M6G,3.00
1186361,13-Jun-11,M4M,4.00
1186559,13-Jun-11,M4K,12.0
1186622,13-Jun-11,M9R,1.00
1186623,13-Jun-11,M6P,6.00
1186624,14-Jun-11,M4C,3.00
1186625,14-Jun-11,M6J,15400
1186642,14-Jun-11,M6P,3.00
1186649,14-Jun-11,M1N,3.00
1186681,15-Jun-11,M4L,8.00
1186686,15-Jun-11,M4C,8.00
1186688,15-Jun-11,M8V,2.00
1186695,15-Jun-11,M6P,6.00
1186710,16-Jun-11,M4B,0.600
1186711,16-Jun-11,M1P,<0.500
1186713,30-May-11,M5N,9.00
1186729,30-May-11,M5N,6.00
1186731,31-May-11,M2M,6.00
1186737,03-Jun-11,M5N,5.00
1186739,08-Jun-11,M6G,4.00
1186758,09-Jun-11,M6B,<0.500
1186759,16-Jun-11,M2N,2.00
1186760,05-Jun-11,M6G,6.00
1186767,09-Jun-11,M6H,4.00
1186772,08-Jun-11,M5M,<0.500
1186774,09-Jun-11,M4A,1.00
1186783,22-Jun-11,M5M,<0.500
1186787,07-Jun-11,M5M,10.0
1186792,31-May-11,M4N,<0.500
1186794,17-Jun-11,M4G,1.00
1188448,16-Jun-11,M1M,25.0
1188449,25-Jun-11,M1M,2.00
1189137,14-Jun-11,M8V,<0.500
1189326,16-Jun-11,M6J,3.00
1189328,16-Jun-11,M6P,7.00
1189335,18-Jun-11,M4G,0.900
1189336,20-Jun-11,M4C,2.00
1189337,20-Jun-11,M6G,51.0
1189341,20-Jun-11,M4B,0.700
1189383,20-Jun-11,M4J,7.00
1189384,20-Jun-11,M4B,1.00
1189385,20-Jun-11,M4K,0.600
1189386,22-Jun-11,M6R,5.00
1189389,21-Jun-11,M6H,4.00
1189390,21-Jun-11,M4J,4.00
1189391,22-Jun-11,M9A,1.00
1189392,22-Jun-11,M4L,2.00
1189393,23-Jun-11,M4C,4.00
1189394,23-Jun-11,M4C,5.00
1189395,28-Jun-11,M4K,1.00
1189840,11-Jun-11,M4E,18.0
1189842,29-Jun-11,M4K,8.00
1189844,17-Jun-11,M6J,6.00
1189846,26-Jun-11,M4K,<0.500
1189851,23-Jun-11,M4M,5.00
1189870,26-Jun-11,M4K,2.00
1189890,21-Jun-11,M6G,1.00
1189895,09-Jun-11,M4M,4.00
1189898,27-Jun-11,M5A,2.00
1189899,16-Jun-11,M5R,0.500
1189900,20-Jun-11,M4T,0.700
1189902,24-Jun-11,M4L,12.0
1189903,15-Jun-11,M4S,4.00
1190477,14-Jun-11,M4K,8.00
1190482,23-Jun-11,M5R,3.00
1190484,14-Jun-11,M3H,0.600
1190486,23-Jun-11,M5G,1.00
1190487,22-Jun-11,M5A,4.00
1190490,22-Jun-11,M4L,5.00
1190502,24-Jun-11,M4J,12.0
1190508,23-Jun-11,M4J,11.0
1190514,21-Jun-11,M4E,1.00
1190520,23-Jun-11,M4C,0.900
1190523,23-Jun-11,M6P,1.00
1190579,25-Jun-11,M4J,2.00
1190582,28-Jun-11,M4S,<0.500
1190615,28-Jun-11,M4S,4.00
1190616,30-Jun-11,M1W,<0.500
1190620,24-Jun-11,M4J,0.900
1193695,29-Jun-11,M8W,2.00
1193700,28-Jun-11,M8W,5.00
1193707,28-Jun-11,M6R,9.00
1193710,04-Jul-11,M6S,36.0
1193712,06-Jul-11,M4L,2.00
1193713,08-Jul-11,M6J,8.00
1193722,08-Jul-11,M4L,4.00
1193730,05-Jul-11,M4L,2.00
1193735,30-Jun-11,M4K,3.00
1193738,30-Jun-11,M4C,2.00
1193740,30-Jun-11,M4C,2.00
1193742,02-Jul-11,M4C,16.0
1193744,28-Jun-11,M4E,2.00
1193746,30-Jun-11,M4L,6.00
1193749,05-Jul-11,M1N,2.00
1193879,30-Jun-11,M4J,4.00
1193881,30-Jun-11,M4C,46.0
1193882,07-Jul-11,M4S,0.900
1193883,28-Jun-11,M4C,2.00
1193884,04-Jul-11,M4C,2.00
1194306,29-Jun-11,M6N,46.0
1194307,07-Jul-11,M6R,2.00
1194308,30-Jun-11,M6P,11.0
1194313,04-Jul-11,M6P,10.0
1194318,06-Jul-11,M6P,1.00
1194319,27-Jun-11,M6E,2.00
1194320,23-Jun-11,M6N,8.00
1194327,04-Jul-11,M6P,0.800
1194329,28-Jun-11,M4V,2.00
1194331,05-Jun-11,M6G,46600
1194332,22-Jun-11,M6M,0.900
1194333,06-Jul-11,M6S,12.0
1194334,28-Jun-11,M4V,3.00
1194341,07-Jul-11,,0.900
1194342,29-Jun-11,M6J,3.00
1194344,05-Jul-11,M6R,7.00
1194670,28-Jun-11,M5T,49.0
1194671,24-Jun-11,M6N,6.00
1194672,27-Jun-11,M6P,5.00
1194675,05-Jul-11,M6P,11.0
1194682,07-Jul-11,M6S,1.00
1194688,29-Jun-11,M6H,2.00
1196732,11-Jul-11,M8Z,0.800
1196740,11-Jul-11,M6S,1280
1196744,12-Jul-11,M4X,4.00
1196749,08-Jul-11,M4V,1.00
1196752,12-Jul-11,M8Z,2.00
1196753,15-Jul-11,M4J,5.00
1196754,13-Jul-11,M4J,18.0
1196755,08-Jul-11,M4E,22.0
1196764,10-Jul-11,M4L,6.00
1196833,13-Jul-11,M4C,5.00
1196837,08-Jul-11,M4M,9.00
1196838,13-Jul-11,M4J,7.00
1196839,08-Jul-11,M4E,5.00
1196845,08-Jul-11,M4L,3.00
1196855,10-Jul-11,M4J,10.0
1196858,11-Jul-11,M4L,9.00
1199480,08-Jul-11,M5M,8.00
1199481,04-Jul-11,M4L,10.0
1199482,05-Jul-11,M6J,1.00
1199483,11-Jul-11,M4M,2.00
1199485,11-Jul-11,M6G,1.00
1199486,08-Jul-11,M4V,0.800
1199487,11-Jul-11,M6C,2.00
1199488,18-Jul-11,M4S,2.00
1199489,10-Jul-11,M6C,4.00
1199490,26-Jun-11,M6G,<0.500
1199491,19-Jul-11,M4L,8.00
1199492,05-Jul-11,M4W,0.600
1199497,27-Jun-11,M6G,0.900
1199500,18-Jul-11,M4G,1.00
1199501,05-Jul-11,M4E,2.00
1200081,22-Jun-11,M6E,1.00
1200082,26-Jun-11,M5M,0.800
1200083,29-Jun-11,M6G,4.00
1200084,27-Jun-11,M4N,4.00
1200102,28-Jun-11,M4N,7.00
1200104,29-Jun-11,M5P,0.900
1200109,29-Jun-11,M5P,3.00
1200113,29-Jun-11,M6E,10.0
1200124,04-Jul-11,M5T,8.00
1200136,04-Jul-11,M6E,7.00
1200137,05-Jul-11,M5S,4.00
1200138,05-Jul-11,M4W,15.0
1200139,05-Jul-11,M1M,0.800
1200156,05-Jul-11,M5R,8.00
1200158,06-Jul-11,M6H,1.00
1200159,07-Jul-11,M4T,10.0
1200160,07-Jul-11,M4K,10.0
1200168,08-Jul-11,M1R,12.0
1200174,11-Jul-11,M4M,2.00
1200331,11-Jul-11,M3B,0.800
1200337,11-Jul-11,M3B,0.800
1200354,12-Jul-11,M4K,6.00
1200364,01-Jul-11,M4T,20.0
1200371,12-Jul-11,M6C,1.00
1200374,13-Jul-11,M4W,28.0
1200381,12-Jul-11,M2M,15.0
1200553,13-Jul-11,M3H,1.00
1200563,13-Jul-11,M4W,16.0
1200570,13-Jul-11,M6J,4.00
1200573,13-Jul-11,M4W,17.0
1200574,13-Jul-11,M3M,0.800
1200575,13-Jul-11,M2N,0.600
1200587,14-Jul-11,M4M,3.00
1200588,14-Jul-11,M4W,76.0
1200596,14-Jul-11,M5M,<0.500
1200599,14-Jul-11,M4W,90.0
1200600,14-Jul-11,M4K,13.0
1200601,14-Jul-11,M4R,16.0
1200615,14-Jul-11,M4K,8.00
1200622,15-Jul-11,M5N,1280
1200625,18-Jul-11,M4L,1.00
1200626,18-Jul-11,M4E,<0.500
1200627,20-Jul-11,M6S,7.00
1200628,20-Jul-11,M4J,0.900
1200630,19-Jul-11,M5M,1.00
1200631,19-Jul-11,M4C,2.00
1200633,25-Jul-11,M6E,0.800
1201357,16-Jul-11,M5N,7460
1201360,19-Jul-11,M4K,1.00
1201368,20-Jul-11,M4N,5.00
1201378,21-Jul-11,M4N,9.00
1201381,25-Jul-11,M4S,1.00
1201390,25-Jul-11,M5M,7.00
1202011,15-Jul-11,M4L,2.00
1202121,03-Jun-11,M4L,14.0
1202682,14-Jul-11,M6H,1.00
1202683,13-Jul-11,M6P,0.800
1202684,22-Jul-11,M4C,1.00
1202686,07-Jul-11,M6R,4.00
1202687,13-Jul-11,M6S,4.00
1202698,29-Jul-11,M8W,3.00
1202700,29-Jul-11,M6H,0.900
1202717,27-Jul-11,M4C,9.00
1202724,27-Jul-11,M4C,13.0
1202725,22-Jul-11,M6J,6.00
1202726,22-Jul-11,M4L,5.00
1202727,21-Jul-11,M6R,2.00
1202728,21-Jul-11,M6R,4.00
1202729,21-Jul-11,M6R,16.0
1202730,21-Jul-11,M6G,2.00
1202731,21-Jul-11,M6S,2.00
1202732,21-Jul-11,M4E,50.0
1202733,21-Jul-11,M6R,1.00
1202734,21-Jul-11,M6R,2.00
1202735,20-Jul-11,M6R,9.00
1202739,20-Jul-11,M6G,5.00
1202740,20-Jul-11,M6M,11.0
1202742,20-Jul-11,M4E,2.00
1202752,20-Jul-11,M4L,5.00
1202755,18-Jul-11,M6P,20.0
1202865,15-Jul-11,M6E,1.00
1202866,28-Jul-11,M4E,2.00
1202868,28-Jul-11,M6R,9.00
1202872,15-Jul-11,M6E,7.00
1202874,15-Jul-11,M6E,4.00
1202875,15-Jul-11,M8Y,0.800
1202882,17-Jul-11,M5R,0.600
1202884,26-Jul-11,M4J,61.0
1202895,26-Jul-11,M9C,0.700
1203213,21-Jul-11,M6P,0.700
1203214,23-Jul-11,M6G,0.700
1203215,23-Jul-11,M6R,1.00
1203232,25-Jul-11,M4T,8.00
1203237,26-Jul-11,M5M,3.00
1203239,25-Jul-11,M4S,7.00
1205432,21-Jul-11,M6E,5.00
1205623,26-Jul-11,M1N,15.0
1205624,27-Jul-11,M4S,4.00
1205631,27-Jul-11,M4E,0.900
1205661,28-Jul-11,M4J,4.00
1205675,29-Jul-11,M4J,5.00
1205678,02-Aug-11,M4C,0.600
1205680,02-Aug-11,M4J,4.00
1205681,01-Aug-11,M4C,17.0
1205685,01-Aug-11,M5N,0.700
1205686,04-Aug-11,M4E,2.00
1206624,27-Jul-11,M4S,1.00
1206626,27-Jul-11,M5P,1.00
1206633,26-Jul-11,M3H,0.700
1206645,21-Jul-11,M5P,3.00
1206650,18-Jul-11,M5M,4.00
1206652,16-Jul-11,M4P,<0.500
1206654,29-Jul-11,M4S,3.00
1206655,29-Jul-11,M1J,38.0
1206656,05-Aug-11,M6A,0.500
1206657,08-Aug-11,M5M,18.0
1207706,10-Aug-11,M4C,15.0
1207707,10-Aug-11,M4J,11.0
1207708,10-Aug-11,M4E,4.00
1207709,08-Aug-11,M4E,3.00
1207710,07-Aug-11,M4K,9.00
1208016,18-Jun-11,M6J,0.500
1208326,10-Aug-11,M4L,6.00
1208327,09-Aug-11,M6S,12.0
1208328,06-Aug-11,M4L,6.00
1208329,03-Aug-11,M6R,1.00
1208330,07-Aug-11,M4L,13.0
1208331,04-Aug-11,M3H,1.00
1208332,04-Aug-11,M5A,4.00
1208333,27-Jul-11,M6K,14.0
1208336,26-Jul-11,M6N,49.0
1209363,28-Jul-11,M3H,0.900
1209370,28-Jul-11,M6S,12.0
1209381,27-Jul-11,M8V,0.700
1209383,02-Aug-11,M1C,8.00
1209385,05-Aug-11,M1N,6.00
1209408,09-Aug-11,M6P,8.00
1209419,11-Aug-11,M6G,8.00
1209427,12-Aug-11,M6R,3.00
1209443,12-Aug-11,M8Y,2.00
1209456,15-Aug-11,M8Y,0.600
1209465,15-Aug-11,M6R,2.00
1209474,10-Aug-11,M9B,1.00
1209485,10-Aug-11,M2N,0.800
1209496,05-Aug-11,M6P,6.00
1209500,04-Aug-11,M6P,<0.500
1209503,04-Aug-11,M6P,0.800
1209505,13-Aug-11,M6H,18.0
1209511,05-Aug-11,M6K,6.00
1209517,02-Aug-11,M6H,2.00
1210812,11-Aug-11,M4J,1.00
1210813,11-Aug-11,M4C,13.0
1210814,12-Aug-11,M5N,0.600
1210815,12-Aug-11,M4K,0.600
1210817,16-Aug-11,M4J,2.00
1210821,16-Aug-11,M4C,7.00
1210837,18-Aug-11,M4G,0.800
1210838,17-Aug-11,M4K,1.00
1210844,17-Aug-11,M4J,8.00
1210845,15-Aug-11,M4E,0.600
1211376,16-Aug-11,M6S,5.00
1211377,16-Aug-11,M6K,3.00
1213078,15-Aug-11,M5N,9.00
1213080,15-Aug-11,M5A,7.00
1213086,14-Aug-11,M4L,28.0
1213090,17-Aug-11,M6B,0.600
1213091,17-Aug-11,M4T,4.00
1213109,17-Aug-11,M5A,15.0
1213115,17-Aug-11,M8W,<0.500
1213116,17-Aug-11,M8W,<0.500
