"Sample Number","Sampled Date","Partial Postal Code","Lead Amount ppb"
1991050,30-DEC-16,M9V,"0.0919"
1991054,30-DEC-16,M6K,"1.57"
1991058,29-DEC-16,M6G,"13.8"
1991052,28-DEC-16,M6G,"3.43"
1990624,28-DEC-16,M6H,"0.0907"
1991034,28-DEC-16,M6M,"2.36"
1991032,28-DEC-16,M4R,"0.251"
1991033,28-DEC-16,M6M,"<0.0500"
1991059,28-DEC-16,M6G,"0.136"
1991035,27-DEC-16,M6G,"0.783"
1990461,23-DEC-16,M4E,"1.79"
1991038,22-DEC-16,M6P,"1.68"
1991051,22-DEC-16,M6G,"0.447"
1991056,22-DEC-16,M4L,"2.40"
1991053,22-DEC-16,M6K,"1.28"
1990460,21-DEC-16,M9A,"<0.0500"
1991036,21-DEC-16,M5R,"<0.0500"
1987599,20-DEC-16,M6H,"0.0569"
1988693,20-DEC-16,M4L,"0.456"
1994214,19-DEC-16,M4K,"<0.0500"
1987597,19-DEC-16,M6P,"0.203"
1988694,19-DEC-16,M4W,"6.22"
1990625,19-DEC-16,M6K,"0.612"
1987433,19-DEC-16,M4H,"<0.0500"
2001115,19-DEC-16,M6P,"<0.0500"
1987263,16-DEC-16,M6G,"0.0694"
1987273,14-DEC-16,M6P,"0.585"
1987600,14-DEC-16,M5M,"0.105"
1991057,14-DEC-16,M2P,"0.0999"
1986645,14-DEC-16,M4E,"0.0772"
1987275,14-DEC-16,M6K,"0.487"
1987264,14-DEC-16,M6M,"0.0557"
1988689,13-DEC-16,M4J,"<0.0500"
1985328,13-DEC-16,M5V,"<0.0500"
1988691,13-DEC-16,M4J,"<0.0500"
1987262,13-DEC-16,M6R,"<0.0500"
1986647,12-DEC-16,M1N,"2.63"
1987270,12-DEC-16,M6C,"8.57"
1988690,12-DEC-16,M4E,"<0.0500"
1986646,12-DEC-16,M4M,"0.852"
1988692,12-DEC-16,M4J,"0.234"
1986648,11-DEC-16,M4T,"0.269"
1988697,09-DEC-16,M4J,"0.0724"
1988696,09-DEC-16,M1L,"0.477"
1988695,08-DEC-16,M4J,"0.0670"
1984153,08-DEC-16,M4E,"1.94"
1987272,08-DEC-16,M6P,"2.33"
1983731,07-DEC-16,M6P,"<0.0500"
1984152,07-DEC-16,M6C,"0.339"
1985327,07-DEC-16,M2R,"1.24"
1987274,07-DEC-16,M6R,"0.0980"
1984154,06-DEC-16,M4M,"0.118"
1983781,06-DEC-16,M4C,"0.515"
1984173,06-DEC-16,M6N,"0.153"
1982597,06-DEC-16,M4H,"2.14"
1984172,06-DEC-16,M5M,"18.2"
1983733,05-DEC-16,M4L,"0.609"
1984155,05-DEC-16,M4K,"0.179"
1983775,05-DEC-16,M6P,"0.114"
1982596,05-DEC-16,M4H,"0.197"
1983765,05-DEC-16,M8W,"1.28"
1987598,04-DEC-16,M1E,"<0.0500"
1983752,04-DEC-16,M6H,"0.103"
1999492,04-DEC-16,M4M,"0.159"
1983774,02-DEC-16,M1N,"3.91"
1983735,02-DEC-16,M4W,"<0.0500"
1983773,02-DEC-16,M2N,"0.395"
1983762,02-DEC-16,M4W,"3.29"
1982485,01-DEC-16,M4K,"0.897"
1982487,01-DEC-16,M4S,"2.00"
1983764,01-DEC-16,M4W,"<0.0500"
1984151,30-NOV-16,M5A,"0.807"
1984156,30-NOV-16,M4E,"1.80"
1983772,30-NOV-16,M4C,"1.93"
1980282,29-NOV-16,M9R,"0.810"
1982493,29-NOV-16,M4J,"<0.0500"
1982486,29-NOV-16,M6A,"<0.0500"
1981353,29-NOV-16,M4E,"<0.0500"
1980294,29-NOV-16,M1W,"<0.0500"
1981359,28-NOV-16,M4M,"0.201"
1981356,28-NOV-16,M6R,"1.67"
1983740,28-NOV-16,M6H,"0.132"
1980286,28-NOV-16,M4S,"0.0993"
1980316,27-NOV-16,M4J,"0.110"
1980287,27-NOV-16,M6M,"4.05"
1980283,25-NOV-16,M6E,"0.360"
1980288,25-NOV-16,M4C,"<0.0500"
1979894,25-NOV-16,M1T,"0.118"
1979893,25-NOV-16,M1T,"0.0670"
1980281,25-NOV-16,M6E,"0.0906"
1979892,25-NOV-16,M5R,"0.437"
1980310,24-NOV-16,M8Y,"0.0568"
1980285,24-NOV-16,M6R,"0.193"
1978518,23-NOV-16,M8Z,"<0.0500"
1980308,23-NOV-16,M6K,"3.11"
1978534,23-NOV-16,M6R,"0.0915"
1980289,23-NOV-16,M6H,"0.572"
1980284,22-NOV-16,M9C,"0.105"
1979891,22-NOV-16,M2N,"0.0990"
1980290,22-NOV-16,M5S,"<0.0500"
1984165,22-NOV-16,M5J,"0.0936"
1978564,21-NOV-16,M4C,"1.34"
1978537,20-NOV-16,M4J,"0.0536"
1978551,20-NOV-16,M5R,"9.44"
1978530,18-NOV-16,M6M,"1.88"
1978644,17-NOV-16,M4B,"0.602"
1978645,17-NOV-16,M4B,"0.412"
1978647,17-NOV-16,M4B,"1.21"
1977424,17-NOV-16,M6E,"1.53"
1978528,17-NOV-16,M6S,"1.62"
1977425,17-NOV-16,M5M,"<0.0500"
1978553,17-NOV-16,M1L,"0.349"
1975900,16-NOV-16,M4C,"0.300"
1978529,16-NOV-16,M6N,"<0.0500"
1978550,16-NOV-16,M1E,"0.125"
1975901,16-NOV-16,M4C,"1.44"
1978532,16-NOV-16,M6G,"1.47"
1978535,15-NOV-16,M6R,"2.33"
1976244,14-NOV-16,M4M,"2.29"
1975899,14-NOV-16,M4C,"2.08"
1978531,14-NOV-16,M8X,"<0.0500"
1976242,14-NOV-16,M6J,"1.06"
1975902,11-NOV-16,M4E,"<0.0500"
1980291,11-NOV-16,M6G,"36.0"
1976241,10-NOV-16,M6C,"0.0649"
1978533,09-NOV-16,M4J,"2.34"
1972301,08-NOV-16,M6J,"<0.0500"
1975011,08-NOV-16,M6R,"0.702"
1974156,08-NOV-16,M1R,"0.681"
1972580,07-NOV-16,M4K,"1.02"
1972586,07-NOV-16,M4R,"<0.0500"
1976243,07-NOV-16,M4K,"1.04"
1972325,07-NOV-16,M8W,"<0.0500"
1972544,07-NOV-16,M6J,"0.579"
1972583,07-NOV-16,M5N,"<0.0500"
1972573,04-NOV-16,M6C,"<0.0500"
1972651,04-NOV-16,M4J,"0.0565"
1972543,04-NOV-16,M6H,"2.84"
1972299,03-NOV-16,M8V,"0.230"
1972591,03-NOV-16,M4B,"<0.0500"
1971911,03-NOV-16,M2M,"0.0501"
1972309,03-NOV-16,M6H,"0.0768"
1972581,02-NOV-16,M4V,"<0.0500"
1972579,02-NOV-16,M5N,"0.0614"
1972585,02-NOV-16,M4V,"0.853"
1972326,02-NOV-16,M6K,"0.678"
1971910,01-NOV-16,M4P,"0.612"
1972308,01-NOV-16,M6P,"0.0616"
1972300,01-NOV-16,M6G,"<0.0500"
1972310,31-OCT-16,M6R,"1.26"
1972584,31-OCT-16,M4K,"0.685"
1972572,30-OCT-16,M5A,"0.350"
1971909,29-OCT-16,M5M,"0.922"
1972582,29-OCT-16,M6S,"1.83"
1970544,29-OCT-16,M4C,"2.30"
1967289,28-OCT-16,M4J,"0.232"
1967291,26-OCT-16,M4L,"<0.0500"
1972312,26-OCT-16,M1N,"1.31"
1967290,25-OCT-16,M4K,"0.0623"
1965576,25-OCT-16,M9A,"<0.0500"
1972576,25-OCT-16,M6J,"1.69"
1965574,24-OCT-16,M6C,"0.0875"
1967288,24-OCT-16,M4J,"1.86"
1965590,22-OCT-16,M6A,"0.0592"
1965596,21-OCT-16,M8Y,"<0.0500"
1965595,20-OCT-16,M8Y,"0.498"
1965021,20-OCT-16,M2N,"0.0508"
1965575,20-OCT-16,M8X,"<0.0500"
1965571,20-OCT-16,M4E,"0.0613"
1965587,19-OCT-16,M6R,"<0.0500"
1965573,19-OCT-16,M4M,"3.49"
1963459,19-OCT-16,M6K,"8.13"
1965572,19-OCT-16,M4S,"2.34"
1963403,18-OCT-16,M4J,"0.455"
1963449,18-OCT-16,M6P,"0.0573"
1963447,18-OCT-16,M6H,"0.494"
1963400,18-OCT-16,M6E,"0.559"
1963460,18-OCT-16,M8V,"0.0544"
1963467,17-OCT-16,M6K,"1.15"
1963456,17-OCT-16,M4L,"1.44"
1963419,17-OCT-16,M4E,"0.221"
1963451,17-OCT-16,M4P,"0.0918"
1963431,14-OCT-16,M4E,"1.62"
1961545,14-OCT-16,M3H,"<0.0500"
1963426,14-OCT-16,M4V,"1.41"
1963462,13-OCT-16,M6K,"0.734"
1963450,13-OCT-16,M5R,"2.36"
1959687,12-OCT-16,M4J,"<0.0500"
1960079,12-OCT-16,M5J,"0.0747"
1961544,07-OCT-16,M3A,"0.120"
1959701,07-OCT-16,M4J,"0.852"
1958323,05-OCT-16,M6M,"0.114"
1958337,04-OCT-16,M6S,"2.55"
1959703,04-OCT-16,M8V,"0.0638"
1958330,04-OCT-16,M4K,"0.150"
1958367,04-OCT-16,M6H,"1.30"
1957843,03-OCT-16,M4P,"4.86"
1959705,03-OCT-16,M9N,"1.29"
1957148,03-OCT-16,M4L,"3.25"
1957149,03-OCT-16,M4K,"0.447"
1957845,03-OCT-16,M8V,"<0.0500"
1959686,02-OCT-16,M8V,"0.0582"
1957842,01-OCT-16,M4W,"1.67"
1959704,30-SEP-16,M8X,"0.429"
1956090,30-SEP-16,M4P,"0.0939"
1958368,30-SEP-16,M4E,"0.348"
1957844,29-SEP-16,M6P,"1.57"
1961639,29-SEP-16,M1T,"<0.0500"
1954393,29-SEP-16,M9W,"0.137"
1959685,28-SEP-16,M9A,"<0.0500"
1959702,28-SEP-16,M6H,"1.04"
1954382,27-SEP-16,M4E,"<0.0500"
1954628,27-SEP-16,M4R,"2.03"
1954395,27-SEP-16,M4S,"2.15"
1954380,27-SEP-16,M4V,"1.33"
1954635,27-SEP-16,M6J,"0.194"
1956091,27-SEP-16,M5M,"2.98"
1954629,26-SEP-16,M4J,"1.10"
1954384,26-SEP-16,M4K,"0.971"
1954385,26-SEP-16,M4C,"0.0921"
1954383,26-SEP-16,M6R,"0.0552"
1954394,23-SEP-16,M4C,"4.86"
1954627,23-SEP-16,M4C,"12.0"
1956099,22-SEP-16,M5M,"0.889"
1951786,21-SEP-16,M4C,"5.58"
1954381,21-SEP-16,M4J,"0.266"
1950592,21-SEP-16,M6P,"0.0972"
1954386,20-SEP-16,M9W,"0.0757"
1954387,20-SEP-16,M6G,"0.601"
1950587,20-SEP-16,M6N,"1.71"
1951784,20-SEP-16,M1N,"0.216"
1951783,20-SEP-16,M4M,"1.62"
1951787,20-SEP-16,M4L,"0.104"
1951785,20-SEP-16,M4E,"<0.0500"
1950589,19-SEP-16,M4K,"0.836"
1950590,19-SEP-16,M9R,"0.0619"
1950558,19-SEP-16,M9P,"<0.0500"
1950416,19-SEP-16,M6H,"2.02"
1950582,19-SEP-16,M5M,"1.70"
1954632,19-SEP-16,M4R,"0.664"
1954630,19-SEP-16,M6J,"<0.0500"
1950594,19-SEP-16,M9P,"<0.0500"
1950420,19-SEP-16,M6G,"7.09"
1950583,19-SEP-16,M8V,"0.0620"
1950591,19-SEP-16,M9P,"0.114"
1950412,17-SEP-16,M6G,"0.0654"
1950414,17-SEP-16,M6C,"<0.0500"
1950421,16-SEP-16,M6G,"0.0567"
1950556,16-SEP-16,M6S,"<0.0500"
1951789,16-SEP-16,M1L,"0.188"
1950593,16-SEP-16,M6G,"<0.0500"
1950423,16-SEP-16,M6N,"<0.0500"
1950415,15-SEP-16,M3H,"0.636"
1950419,15-SEP-16,M6E,"0.0640"
1951788,15-SEP-16,M4E,"0.169"
1950418,15-SEP-16,M6P,"0.0567"
1950413,14-SEP-16,M6E,"0.770"
1950557,14-SEP-16,M8X,"0.106"
1947552,14-SEP-16,M6P,"0.0632"
1947746,14-SEP-16,M6S,"<0.0500"
1947558,14-SEP-16,M4S,"1.18"
1950586,13-SEP-16,M4N,"0.153"
1950588,13-SEP-16,M1N,"0.0508"
1947560,13-SEP-16,M6R,"0.652"
1950411,13-SEP-16,M6P,"0.0629"
1950417,13-SEP-16,M6M,"<0.0500"
1948991,13-SEP-16,M4M,"0.196"
1948989,13-SEP-16,M4C,"0.301"
1950540,12-SEP-16,M4G,"<0.0500"
1947557,12-SEP-16,M4G,"0.263"
1950585,12-SEP-16,M1C,"0.0647"
1947554,12-SEP-16,M6G,"0.374"
1947748,12-SEP-16,M6S,"<0.0500"
1947749,11-SEP-16,M8Z,"1.98"
1947556,10-SEP-16,M6C,"2.53"
1947553,09-SEP-16,M4G,"0.185"
1947555,09-SEP-16,M5B,"<0.0500"
1948990,09-SEP-16,M4G,"<0.0500"
1950584,09-SEP-16,M1B,"0.0827"
1947745,08-SEP-16,M4R,"2.56"
1947559,08-SEP-16,M6N,"2.40"
1945767,07-SEP-16,M4J,"0.0950"
1945790,07-SEP-16,M6S,"0.280"
1947747,07-SEP-16,M6C,"0.117"
1947550,07-SEP-16,M6J,"0.0611"
1945769,06-SEP-16,M4J,"0.0776"
1945781,06-SEP-16,M4X,"0.0652"
1945764,05-SEP-16,M4C,"1.40"
1945783,03-SEP-16,M6H,"1.76"
1970545,03-SEP-16,M4C,"1.79"
1943893,02-SEP-16,M2N,"0.169"
1945780,02-SEP-16,M6G,"0.0699"
1945765,02-SEP-16,M8W,"0.211"
1942603,01-SEP-16,M4C,"1.06"
1945802,31-AUG-16,M4T,"2.75"
1945797,31-AUG-16,M6K,"0.714"
1945800,31-AUG-16,M4W,"0.212"
1942598,31-AUG-16,M4J,"0.658"
1945768,31-AUG-16,M8Z,"<0.0500"
1945782,31-AUG-16,M5J,"0.402"
1945815,31-AUG-16,M4K,"0.0562"
1945801,31-AUG-16,M5R,"<0.0500"
1942608,31-AUG-16,M4J,"1.63"
1950539,31-AUG-16,M2H,"0.0834"
1942599,31-AUG-16,M2H,"2.82"
1945799,31-AUG-16,M1E,"0.161"
1943903,31-AUG-16,M6L,"0.0818"
1941357,30-AUG-16,M6P,"0.127"
1945763,30-AUG-16,M8Y,"0.619"
1941564,30-AUG-16,M1P,"<0.0500"
1945833,30-AUG-16,M5V,"<0.0500"
1941164,30-AUG-16,M8X,"0.198"
1942600,30-AUG-16,M4C,"18.1"
1941358,30-AUG-16,M4M,"1.40"
1942597,29-AUG-16,M4C,"8.83"
1941156,29-AUG-16,M8W,"<0.0500"
1942602,29-AUG-16,M4E,"1.47"
1941162,27-AUG-16,M6G,"1.60"
1941589,27-AUG-16,M5A,"0.232"
1941356,27-AUG-16,M4N,"3.47"
1941355,26-AUG-16,M5T,"0.485"
1942601,26-AUG-16,M4E,"0.185"
1941163,26-AUG-16,M6K,"0.308"
1941563,25-AUG-16,M1L,"<0.0500"
1941130,25-AUG-16,M9B,"0.198"
1941176,25-AUG-16,M5P,"0.283"
1940131,25-AUG-16,M4R,"<0.0500"
1939753,24-AUG-16,M4M,"0.0590"
1939894,24-AUG-16,M6S,"0.0932"
1939875,24-AUG-16,M6R,"0.169"
1941174,24-AUG-16,M4T,"6.28"
1941359,24-AUG-16,M5N,"0.968"
1941133,24-AUG-16,M4N,"<0.0500"
1940155,24-AUG-16,M6S,"0.0921"
1939747,24-AUG-16,M4L,"0.843"
1940164,23-AUG-16,M6N,"0.778"
1941129,23-AUG-16,M4N,"0.0690"
1939750,23-AUG-16,M4L,"0.146"
1939873,23-AUG-16,M6P,"0.0874"
1939874,23-AUG-16,M8V,"<0.0500"
1941175,23-AUG-16,M4N,"0.0629"
1940173,23-AUG-16,M6G,"1.39"
1940132,23-AUG-16,M4S,"0.780"
1939744,22-AUG-16,M4L,"0.0880"
1939895,22-AUG-16,M4M,"<0.0500"
1939738,22-AUG-16,M4J,"<0.0500"
1938552,22-AUG-16,M9C,"0.107"
1938553,22-AUG-16,M9A,"<0.0500"
1939742,22-AUG-16,M4K,"0.828"
1941127,19-AUG-16,M2R,"0.115"
1940153,19-AUG-16,M6P,"1.89"
1938328,19-AUG-16,M5N,"<0.0500"
1938326,19-AUG-16,M4N,"0.118"
1938329,18-AUG-16,M4L,"0.0947"
1938331,18-AUG-16,M2N,"0.0801"
1938332,18-AUG-16,M6A,"0.0568"
1936564,18-AUG-16,M4K,"1.53"
1938551,18-AUG-16,M6S,"0.111"
1939736,18-AUG-16,M4C,"<0.0500"
1939872,18-AUG-16,M4L,"1.52"
1938327,18-AUG-16,M2J,"0.259"
1941561,18-AUG-16,M1K,"<0.0500"
1938330,18-AUG-16,M2N,"0.0615"
1936585,17-AUG-16,M4T,"0.0953"
1936553,17-AUG-16,M6S,"10.5"
1939877,17-AUG-16,M4V,"1.36"
1940166,17-AUG-16,M6B,"0.221"
1941562,17-AUG-16,M4E,"0.333"
1936554,17-AUG-16,M6H,"0.435"
1936538,17-AUG-16,M6P,"4.55"
1936552,17-AUG-16,M4C,"3.89"
1935897,16-AUG-16,M6S,"0.233"
1936539,15-AUG-16,M4C,"<0.0500"
1935898,15-AUG-16,M6R,"0.233"
1936543,15-AUG-16,M4M,"4.28"
1935031,15-AUG-16,M6P,"0.142"
1936541,15-AUG-16,M1L,"<0.0500"
1940133,15-AUG-16,M4C,"<0.0500"
1935034,15-AUG-16,M5M,"0.212"
1936540,15-AUG-16,M4K,"0.111"
1935004,14-AUG-16,M5M,"1.51"
1935002,12-AUG-16,M4C,"12.5"
1936542,12-AUG-16,M4J,"18.9"
1935155,12-AUG-16,M6N,"51.2"
1934823,11-AUG-16,M4N,"0.0756"
1934772,11-AUG-16,M4K,"0.126"
1935906,11-AUG-16,M6S,"0.300"
1934966,11-AUG-16,M6E,"6.38"
1935029,11-AUG-16,M4E,"0.579"
1934948,11-AUG-16,M6J,"2.15"
1935003,11-AUG-16,M4E,"1.06"
1935931,11-AUG-16,M6K,"0.728"
1934774,10-AUG-16,M3L,"0.0957"
1935158,10-AUG-16,M6P,"<0.0500"
1934773,10-AUG-16,M5R,"0.536"
1934963,09-AUG-16,M6G,"0.914"
1934775,09-AUG-16,M4S,"0.108"
1932805,09-AUG-16,M4S,"0.0565"
1941586,09-AUG-16,M6P,"1.02"
1935896,09-AUG-16,M6S,"0.652"
1932780,08-AUG-16,M9B,"<0.0500"
1935924,08-AUG-16,M6P,"0.304"
1932796,08-AUG-16,M5V,"0.0532"
1932802,08-AUG-16,M4L,"0.278"
1932781,08-AUG-16,M5R,"0.383"
1932801,08-AUG-16,M4J,"1.52"
1935142,08-AUG-16,M6R,"0.180"
1932799,08-AUG-16,M6E,"<0.0500"
1934776,08-AUG-16,M3H,"0.0656"
1932778,08-AUG-16,M2P,"0.327"
1935152,08-AUG-16,M6S,"0.687"
1932800,05-AUG-16,M4S,"2.29"
1941588,05-AUG-16,M1R,"<0.0500"
1941548,04-AUG-16,M4E,"2.35"
1932797,04-AUG-16,M4J,"1.57"
1932804,04-AUG-16,M4K,"1020"
1932779,03-AUG-16,M6J,"0.715"
1935262,03-AUG-16,M6K,"<0.0500"
1932784,03-AUG-16,M4E,"<0.0500"
1935899,03-AUG-16,M6S,"11.5"
1932795,03-AUG-16,M4M,"<0.0500"
1932793,02-AUG-16,M6H,"0.0520"
1934955,02-AUG-16,M4L,"1.17"
1932782,02-AUG-16,M5R,"<0.0500"
1928953,02-AUG-16,M4E,"0.496"
1927952,01-AUG-16,M4S,"<0.0500"
1941587,01-AUG-16,M1P,"0.0629"
1927962,29-JUL-16,M4X,"<0.0500"
1928954,29-JUL-16,M4G,"0.106"
1928955,29-JUL-16,M4G,"1.12"
1928951,29-JUL-16,M4M,"2.05"
1928952,29-JUL-16,M4J,"0.186"
1927967,29-JUL-16,M6S,"0.712"
1927969,29-JUL-16,M6C,"<0.0500"
1927965,28-JUL-16,M6N,"<0.0500"
1926305,28-JUL-16,M8X,"<0.0500"
1927966,28-JUL-16,M4L,"1.47"
1927964,27-JUL-16,M6H,"0.253"
1927440,27-JUL-16,M4P,"0.0577"
1927963,27-JUL-16,M6C,"3.16"
1927970,27-JUL-16,M6L,"<0.0500"
1926069,27-JUL-16,M4L,"1.41"
1927951,26-JUL-16,M6R,"0.440"
1927968,26-JUL-16,M6P,"0.199"
1925009,26-JUL-16,M4J,"<0.0500"
1927961,26-JUL-16,M6H,"0.464"
1926308,25-JUL-16,M4L,"2.04"
1924392,25-JUL-16,M2J,"<0.0500"
1925017,25-JUL-16,M3A,"<0.0500"
1925015,25-JUL-16,M6H,"0.153"
1925028,22-JUL-16,M6P,"<0.0500"
1925014,22-JUL-16,M6K,"0.521"
1924394,22-JUL-16,M6A,"0.233"
1924996,21-JUL-16,M4E,"<0.0500"
1924997,21-JUL-16,M6G,"0.121"
1924391,21-JUL-16,M2N,"0.306"
1926307,21-JUL-16,M4J,"0.178"
1922818,21-JUL-16,M4M,"0.272"
1925030,20-JUL-16,M6S,"0.147"
1924393,20-JUL-16,M1R,"<0.0500"
1925033,20-JUL-16,M8V,"<0.0500"
1926309,20-JUL-16,M6G,"3.17"
1923283,20-JUL-16,M4E,"0.328"
1924998,20-JUL-16,M6P,"1.24"
1925020,20-JUL-16,M6G,"1.27"
1925018,19-JUL-16,M8V,"0.0644"
1924390,19-JUL-16,M5M,"0.0701"
1925021,19-JUL-16,M4M,"0.281"
1926304,19-JUL-16,M5M,"2.95"
1924403,18-JUL-16,M2M,"<0.0500"
1925019,18-JUL-16,M6H,"0.0506"
1924389,18-JUL-16,M8Y,"12.7"
1923269,18-JUL-16,M4G,"<0.0500"
1922821,18-JUL-16,M6C,"1.47"
1924999,18-JUL-16,M8V,"9.17"
1922820,17-JUL-16,M4S,"0.129"
1922823,15-JUL-16,M4J,"0.654"
1936544,15-JUL-16,M4C,"2.53"
1921148,15-JUL-16,M2K,"3.13"
1923276,15-JUL-16,M4C,"0.0776"
1922819,14-JUL-16,M6P,"0.202"
1921111,14-JUL-16,M1M,"0.156"
1919051,13-JUL-16,M6R,"0.0613"
1921150,13-JUL-16,M8V,"0.0517"
